x1,x2,y,y_noise_002,y_noise_005,y_noise_01,y_noise_02
-0.32156655,0.2,1.092464,1.1067250341291877,1.1375295241691628,0.9855825882305909,1.1854781142614594
0.10627359,0.2,3.4550009,3.4577289039686248,3.4827860879325847,3.454594563161151,3.4562781907803126
0.3325622,0.2,0.9985295,1.035674091207355,1.0092476271540245,1.1051824604881249,1.0107472878984671
-0.016603112,0.2,3.9651866,3.9452987637202805,3.9212998518743616,3.836260233638307,4.199596731986488
-0.6981635,0.2,0.008987645,0.0009811522463728257,-0.07491917445869084,-0.021517190221683635,0.11600204843278712
-0.6864531,0.2,0.011006994,0.001252470078555383,0.030868935023671162,0.04114581389645321,0.15808195807141373
0.15611815,0.2,2.9339151,2.96358206605973,2.9254810601895356,3.1041733095174027,3.1223019558867935
0.044906437,0.2,3.8798301,3.86647676295701,3.7967167297073257,3.848589885557675,3.8646744753193336
-0.53172207,0.2,0.11612298,0.10829960887607001,0.10472730544799269,0.0579422571173248,-0.1878696315356852
0.69841695,0.2,0.008947966,0.00220220801025951,0.037846118973608,-0.06170186028365558,-0.2074562963135904
0.5685942,0.2,0.069931194,0.0660801515630626,0.07442080406133375,0.06689964970771994,0.10363027722440604
-0.5667522,0.2,0.071783416,0.07683635318476549,0.07649583725989427,0.1471919956268895,-0.028515390710117938
0.68591607,0.2,0.011108865,0.0022584724438359273,-0.023603754660092673,0.09268088039072214,0.09055838353780507
0.38686097,0.2,0.61276805,0.6306647416594854,0.6413200413435194,0.5865626700109396,0.8629903215276151
0.22415811,0.2,2.1231759,2.1485189391491617,2.120827240930127,2.143613513347477,2.087544718056778
0.34879136,0.2,0.8696244,0.8748155633718717,0.8852409832009366,0.7650973017006917,0.8289915610839765
0.02233088,0.2,3.9541488,3.971963961891174,3.9583412269239653,3.9849267838728633,3.88079106642619
0.6459737,0.2,0.021600783,0.04433348307287718,-0.018435419598730816,-0.11514833645582187,-0.1015986026263318
0.72853756,0.2,0.0052287234,0.03747539177980427,0.022454715687101914,0.01612831319429209,-0.08798736829848704
0.47280192,0.2,0.2433458,0.2713729290851597,0.22546779160595676,0.28060327206323116,0.26566639849286316
0.71850777,0.2,0.0062688133,0.017010360204014648,0.05048890825686206,-0.10666756692084992,0.08854422399373527
-0.2053262,0.2,2.3490548,2.3307290352246275,2.379906819980377,2.5641491191709633,2.5539481522721426
0.40666366,0.2,0.5034894,0.522293880318829,0.4633398964036473,0.29155897843397294,0.5704610895733279
0.37439728,0.2,0.68992835,0.6460797144164031,0.6443562283316888,0.6327451208951179,0.5884180439459736
0.22286439,0.2,2.13858,2.1341698192135348,2.146728413414758,2.2256727188694247,2.2457504125604077
-0.21844411,0.2,2.1913676,2.164524260835749,2.1473511447015783,2.3341794293224987,2.2150787040921234
0.5564351,0.2,0.082972065,0.06307906314040837,0.02741491910021334,0.05430772378034862,0.45192601877160204
0.03640604,0.2,3.9134963,3.9441446985405637,3.843570173640024,3.9848059270440808,3.8336620919017546
-0.13948667,0.2,3.1198723,3.104989003901941,3.0844463179114507,3.179109931191094,2.9310119650551347
0.5691502,0.2,0.06938044,0.05321062277790695,0.12140444457013441,0.10201605801229674,0.14737824531003052
0.024625182,0.2,3.9488277,3.9500735596146774,3.932313878954566,3.8045410384980203,4.3595310335789925
