x1,x2,y
-1.1943580588192269,0.2,7.174557265854985e-8
-0.11438882316450487,0.4,0.9548646653075644
0.04426784858514904,0.6,0.4408953931472473
0.6411311056245433,0.8,0.18037412773347566
-0.05626292353446324,0.2,3.824507698260628
-0.3447229687563963,0.4,0.6861550584080889
0.20906392522813758,0.6,0.4160578021435691
0.8174796903558658,0.8,0.14753670390727822
-1.0522849691712624,0.2,3.877592767226303e-6
-0.1885297240585964,0.4,0.8901467439450113
0.09745933582572747,0.6,0.43630313061496484
0.4663120685874811,0.8,0.20982730802251684
-0.11640083440810135,0.2,3.358969702415661
-0.20870637446846418,0.4,0.8681285374684572
0.3771009716803088,0.6,0.36286186840887863
1.096967952771321,0.8,0.0971306499655773
-0.09775786224431755,0.2,3.5308591266521048
-0.044943219099666094,0.4,0.9884592916075698
0.025015436581752072,0.6,0.4417129519803021
1.088499349059634,0.8,0.09854529014898734
-0.3346645344461452,0.2,0.9811738905226914
-0.08549245445155843,0.4,0.9722559833255731
0.2643563974688115,0.6,0.40120312224866594
0.9171840148257744,0.8,0.1288897121002456
-0.5443771010436289,0.2,0.09794674340695984
-0.3743310756472466,0.4,0.6419901262580937
0.013026661282506138,0.6,0.44199284009486645
1.0704605041452306,0.8,0.10158969785917014
-1.175364356021038,0.2,1.259328273565812e-7
-0.2540784432633069,0.4,0.8129930745696216
0.18122632224867333,0.6,0.42238369087124905
0.027509381280767617,0.8,0.24853260401660582
-0.27428435804071116,0.2,1.5536389827985368
-0.1420606842737773,0.4,0.9339223151765211
0.21447045748412072,0.6,0.41473669449687733
1.173883900615935,0.8,0.08474105323460605
-0.62330503745162,0.2,0.030950517150836125
-0.10429671690013181,0.4,0.9614730024608139
0.11526319686006191,0.6,0.4340141517231225
0.8065617402607168,0.8,0.14959467746500943
-1.1530942250296503,0.2,2.40792862640475e-7
-0.016040121644132016,0.4,0.9939188938863335
0.27499662037125494,0.6,0.3980180008910399
0.46079923613732304,0.8,0.21066681832592105
-0.41814690836628593,0.2,0.447272790652555
-0.06276866940053316,0.4,0.982546253355434
0.028754577289094543,0.6,0.44158962476025715
1.1773862801171053,0.8,0.08419761110851451
-0.05897553049661576,0.2,3.8095927551962534
-0.33239265018252306,0.4,0.7042929686851462
0.2919196481362553,0.6,0.3927496228431858
0.07914320678818,0.8,0.24746565127349343
-1.0810131298525298,0.2,1.802442991792171e-6
-0.06237929356277376,0.4,0.9826958868593775
0.37176709255619,0.6,0.36488052540672894
1.1331890414830275,0.8,0.0911903074066274
-0.6648360127678241,0.2,0.015857900470795057
-0.10927872522710831,0.4,0.9582813102025717
0.2736430943473759,0.6,0.3984287229557072
0.49251279538115306,0.8,0.20574928412043567
-0.9914408575323971,0.2,1.8348961148700598e-5
-0.37441330518812116,0.4,0.6418666174296732
0.1484034474983241,0.6,0.4287787536805425
0.6732755396192677,0.8,0.17451744378476472
-0.8857905901316133,0.2,0.00021891813332845425
-0.35880725571522215,0.4,0.6652340157582229
0.29073961327799924,0.6,0.39312485507203454
0.19268921692724822,0.8,0.2415697205901848
-0.7720923692874876,0.2,0.002309824804442348
-0.2074094382232504,0.4,0.8695938596983641
0.16764739286849434,0.6,0.42517198085115293
0.9041757606961733,0.8,0.13129766832161838
-0.05666927239085491,0.2,3.822314500560994
-0.013399963111540764,0.4,0.9941603414035648
0.3760648984799436,0.6,0.36325535075818444
0.14090774950169624,0.8,0.2448519031399389
-1.1636003101426755,0.2,1.7762857621744144e-7
-0.15913012189365103,0.4,0.9190376995129766
0.15674321878282765,0.6,0.4272659024281795
0.8844994845604371,0.8,0.1349578758437762
-0.20229588523808764,0.2,2.3856065921166407
-0.05185984139972346,0.4,0.9863932566756309
0.15325033892596643,0.6,0.4279089285790368
0.3470005418307464,0.8,0.2263529360976957
-1.0686605279132049,0.2,2.5119735681217856e-6
-0.21090476137674724,0.4,0.8656295772899726
0.013879923676831487,0.6,0.44197874665581716
0.8557032699177498,0.8,0.14034618380022604
-0.07462507353194371,0.2,3.711319381543462
-0.21276585991351782,0.4,0.8634992572838236
0.28122360228328874,0.6,0.3961079259491877
0.0055787896624450405,0.8,0.24867353925251887
-0.9134900267019261,0.2,0.00011741440994210889
-0.30104240521926523,0.4,0.7493841526248877
0.024438172085261868,0.6,0.44173046613034034
0.762572052404795,0.8,0.15788324675120563
-0.758167378124662,0.2,0.003014796490258525
-0.1487965627036089,0.4,0.9282219053296904
